"title.text","rating","sentiment_score","has_information_giving","has_information_seeking","has_feature_request","has_bug_report","informative","wordCount","hasQuestionMark","hasExclamationMark","app_name","has_user_exp","informative_withseeking"
" Lifelog app - Please makedark background during sleep time on the main screen with activity man, and hands changes about sleep time too.Will be very good if can put sport activites - choice kind of sport and Lifelog automatically count calories and movements if not use bangle that time.",0,0,0,0,1,0,1,50,0,0,"lifelog_beta",0,1
" Also, I have the google books, but my reading is not recorded.",0,2,0,0,0,1,1,13,0,0,"lifelog_beta",0,1
" Anyone else that there is incorrect categorizing of certain apps? I especially see this in games. It would be great to have the option to correct these auto-generated selections.",0,2,0,0,1,1,1,30,1,0,"lifelog_beta",0,1
" So what is the correct link for accessing the lifelog beta tester? is it",0,0,0,1,0,0,0,15,1,0,"lifelog_beta",0,1
" We need a new activity swimming it makes sense All of the lifelog products are water proof",0,1,0,0,1,0,1,18,0,0,"lifelog_beta",0,1
" Went running this morning and it properly tracked the time. Now, after refreshing, the time originally listed for running moved to walking. Really? Just seems to be getting worse everyday...",0,2,0,0,0,1,1,31,1,0,"lifelog_beta",0,1
" Sleep monitoringdoesnt work!Im using Sony SmartWatch SW3 +SONY XPERIA Z3. Is necessary downloadanother app? Has anybody the same problem?",0,2,0,0,0,1,1,20,1,1,"lifelog_beta",0,1
" I need some help. My lifelog software doesnt measure sleeptime anymore. Im using sonys SWR10 wristband.",0,2,0,1,0,1,1,17,0,0,"lifelog_beta",0,1
" Phone (XPERIA Z3v) wont auto connect to the SmartBand after rebooting phone or turning off airplane mode. Have to manually do it.",0,2,0,0,0,1,1,23,0,0,"lifelog_beta",0,1
" More sports should be available like cross trainer, skiing, Golf. Also the activities should bei editable since the app doesnt sometimes recognise the activities correctly and hence the cal. consumption.",0,2,0,0,1,0,1,31,0,0,"lifelog_beta",0,1
" I would like the ability to set an auto goalfor some days like in the week end i want my walking goal is 1 hour but other days i want it to be set for half an hour but I dont want to set that every week endi want the app to save my order and set it for me automatically",0,0,0,0,1,0,1,62,0,0,"lifelog_beta",0,1
" Wear something on my wrist with brings me no information is pointless. At least the watch brings me time. How do I monitor my sleeping hours? Id rather test the watch. Do You have it in Brazil?",0,2,0,1,0,0,0,38,1,0,"lifelog_beta",0,1
" Using smartband talk with lifelog is amazing experience. But Im hoping lifelog can let user customize which app is group within which activities. Im heavily using other apps to READING & LISTEN music everyday, but lifelog app cannot track these activities. Its a big disappoint to me. Example: NetEase Music app not record in Music activity.NetEase News app not record in Browse activity...Also, if possible, make it sync data with GOOGLE FIT app. If I install Google FIT app, there totally different set of data compare with lifelog.",0,2,0,0,1,0,1,89,0,0,"lifelog_beta",0,1
" Good night guys . How do I become a tester ? What is the link access ? I have to change the region of my phone because I m from Brazil .. ?On the link below m not getting ? Someone could help me ? am new ..",0,0,0,1,0,0,0,49,1,0,"lifelog_beta",0,1
" the app is shit. When I got my Sony Z3, it worked. It showed me what I did during the day. Now it shows nothing... just calories burned... I sign up to this and I still dont have it working. Useless app, by the looks of things",0,2,0,0,0,1,1,48,0,0,"lifelog_beta",0,1
" Lifelog is not picking up my sleep pattern not cool dude",0,2,0,0,0,1,1,12,0,0,"lifelog_beta",0,1
" How do i find the link to become a lifelog beta tester?",0,0,0,1,0,0,0,13,1,0,"lifelog_beta",0,1
" When I go to the www.sony/",0,0,0,0,0,0,0,7,0,0,"lifelog_beta",0,0
" Where can I find the link to become a lifelog beta tester?",0,0,0,1,0,0,0,13,1,0,"lifelog_beta",0,1
" I am uploading screenshots of my sleep tracker. U can c the sleep tracking is getting upgraded in batches even if the data is few hours old. U can c the time of screen shot on rt upper corner. Why should this happen.If i connect my phone to internet and I hit refresh then all the latest data should b updated at once and not in batches few min apart",0,2,1,1,0,0,1,71,0,0,"lifelog_beta",1,1
" Sir,It seems that thesynchronizationbetween smart wear and the cell phone needs internet connectivity since the synchronization seems to be taking place through server.I would suggest that the synchronization between cell phone and the smart wear (band or watch) must be directly through the bluetooth even if the user is not within internet range. That would help people not carrying cell phone for jogging/exercising/walking etc and want to see the performance after returning back. There are times when the internet connectivity is not available for coverage problems.Of course if you need, the data can be uploaded on the server later as and when the internet connectivity is restored.Ashok",0,2,0,0,1,0,1,108,0,0,"lifelog_beta",0,1
" Any chance of an export option so I can open the data from lifelog in Excel and analyse it? That would make lifelog truly useful.",0,0,0,1,0,0,0,26,1,0,"lifelog_beta",0,1
" Is there a way to change the measurements from kilometers to miles?",0,1,0,1,0,0,0,13,1,0,"lifelog_beta",0,1
" Thanks for the Livelog Beta. Now the traking of Music, Phone, etc works. And also the round icons appears in the upper display. Phone is an new Z3 compakt, paired with SWR10. The stock software was only showing steps, sleeping and traveling.",0,1,1,0,0,0,1,43,0,0,"lifelog_beta",1,1
" Refresh data any time prosses how to fix it",0,2,0,1,0,0,0,10,0,0,"lifelog_beta",0,1
" Hello, can you add the record switch/button in drawer so we can switch quickly without entering in settings menu? Thank you",0,1,0,0,1,0,1,22,1,0,"lifelog_beta",0,1
" Getting frustrated with no mobile data!",0,2,0,0,0,0,0,7,0,1,"lifelog_beta",0,0
" Counting stairs? Got my new SWR30 today and when I started it first I saw that stairway icon. Found that picture in the Internet with that kind of icon. How do I activate the counting of stairs?",0,2,0,1,0,0,0,38,1,0,"lifelog_beta",0,1
" Dear Developers!  Travel time not logged. Please see the pictures! Lifelog works very fitfully for a long while. Sometimes log, sometimes not log: - Chrome, Google+and other communications app usage - Phone calls - Travel time - Media apps usage - While I listenig music, usually any other apps not logged  Please fix it!  Device: Z3 Compact with latest available SW and Lifelog",0,2,0,0,0,1,1,67,0,1,"lifelog_beta",0,1
" Can you link or connect sony smartband with/to other apps such as : Endomodo or MyFitnessPal ? Is Does the sony smartband work for the lifelog ONLY? Thank you!",0,1,0,1,0,0,0,30,1,1,"lifelog_beta",0,1
" I use samsung note edge + smartband2 + lifelog this app and smartband is great but When I call,listen music,watch movie or play game by my phone. this app not memo my activity. your guide tell me. this app can note all activity if I use google stores app My all app can download via google store. please check for devolope and fix this problem. Thankyou",0,2,1,0,0,1,1,67,0,0,"lifelog_beta",1,1
" The SWR50 is already sold...ufeff",0,2,0,0,0,0,0,6,0,0,"lifelog_beta",0,0
" No sleep Tracking with SWR50? I just swiched from SWR30 to SWR50 to find out that there is no support for the sleep tracking... Are you serious SONY?",0,2,0,0,1,0,1,29,1,0,"lifelog_beta",0,1
" Is this necessary? Theres just one option after clicking on  create  button (first click). It could brings us directly into photo picker (excluded another  same  button but with different name(second click)).",0,2,1,0,0,0,1,36,1,0,"movieCreator_beta",1,1
" Heres an idea. I was working to create a video with Movie Creator with 2 movie clips to include and it made an video of 5second length. Overall my 2 clups would be like 20ish sec long. So why cant i pick a lenght of an clip on my own? This last new update is great deal towards the end product, which i personally want to be like iMovies on iPhone, great stuff to quickly edit and make a video on your phone without having to transfer over to PC for a detailed edit and overcomplication.",0,2,0,1,0,0,0,97,1,0,"movieCreator_beta",0,1
" It would be better if we have 4k video output support with the 1080p and 720p. And I am like to create videos of nature but i always need too edit that on my pc. It would be nice if this movie creator have some features of sony vegas pro 13. The track line to control the video and make it for myself just the way I wanted on my oPhone then it would be better",0,1,0,0,1,0,1,77,0,0,"movieCreator_beta",0,1
" Good job! Now i can easily change the photos that i like to be included in video. How about to add photos? Can we do that? Is there a maximum pictures for each clip? Can we also edit the transition for each picture, for example the zooming part? Sorry for a lot of questions... Have a great day!",0,1,0,1,0,0,0,59,1,1,"movieCreator_beta",0,1
" I cant add more than one photo when creating new highlight manually, as it only allows one photo. is there another app i need to install so that it access the photos?? Tried using google photos with it, but wont allow.",0,2,0,1,0,0,0,42,1,0,"movieCreator_beta",0,1
" While picking photos/videos using album app (from sony), theres no possibility to choose more than one item. It would be fine to have this option because album order looks much more clearly form me instead of searching for photos/videos in folders.",0,2,0,0,1,0,1,42,0,0,"movieCreator_beta",0,1
" How can I upload video clip?",0,0,0,1,0,0,0,7,1,0,"movieCreator_beta",0,1
" My cute son",0,0,0,0,0,0,0,4,0,0,"movieCreator_beta",0,0
" Would be great to be able to add more pictures in the movie creator and some more fancy editing functions. Otherwise love the app it makes some excellent movies",0,1,0,0,1,0,1,30,0,0,"movieCreator_beta",0,1
" Sometimes phoros are not ordered by time...",0,2,1,0,0,0,1,8,0,0,"movieCreator_beta",1,1
" Hi, how about adding the option to select folders when creating a new movie ? Earlier we had the option to create a monthly video along with other options. I keep my photos organised in folders according to the month in my sdcard. Would love the addition of the older option or if a complete folder could be added when creating anew movie.Thanks",0,1,0,1,1,0,1,64,1,0,"movieCreator_beta",0,1
" From 3.1.A.1.0, you can see applications version name in the settings. Thanks +",0,1,1,0,0,0,1,14,0,0,"movieCreator_beta",1,1
" Love this app but wish there was a little more flexibility in creating own movies.1) select order of photos easily2) select which part of videos to show3) select the different lens filters on individual photos4) edit time for each photo to showApart from that its one of my favourite apps!",0,1,0,0,1,0,1,51,0,1,"movieCreator_beta",0,1
" Could you and bigger text window for notes. Its hard to navigate in this one-line.",0,2,0,0,1,0,1,16,0,0,"movieCreator_beta",0,1
" Possibility to use filters for each phote on its own?(of course with possibility to use one filter for whole video - as it works now)",0,1,0,0,1,0,1,26,1,0,"movieCreator_beta",0,1
" Adding more bugs/issues (using latest beta on D5803 z3c, Lollipop 5.0.2, 128gb sd):-when a new movie is notified and you tap it to open from notification screen, application crashes. (I cannot provide a way to replicate bug as I dont have any method to force MC to send a notification, but it happened twice in a week). After stopping the app, if you start it from its desktop icon, program and movie works well.-When an old movies files are not available anymore OR the  music is updated (?), the movie needs to be updated. But it looks like moviemaker picks same video for missing clips, resulting weird output. Note that phone is loaded with more than 200 videos (30GB), in both sdcard and internal memory. (its better to disable highlights with missing clips rather than trying to rebuild it?)",0,2,1,0,0,1,1,141,1,0,"movieCreator_beta",1,1
" Also possibility manualy rotate pictures/videos to the left/right would be fine",0,1,0,0,1,0,1,12,0,0,"movieCreator_beta",0,1
" Great feature to create our own video, but there are some absences in Movie Creator 3.1beta (3.1.B.0.1):1. I took pictures of numbers from 1 to 8. As you can see from video I have tried to create my own video but while choosing photos/pictures to the video I marked photos from 8 to 1 but in movie it was sorted from 1 to 8. So would be fine if app remebers order of selected photos/picture.2. Following point 1. theres no possibility to order selected pictures. This feature would be better one than suggestion in point 1. Something like ordering playlist in Sonys Music app.3. After choosing photos/videos theres no possibility to add more one(s). If I forget select some(s) I have to delet current creation and make another one.Just suggestions after 5 mins of using :)",0,1,0,0,1,0,1,137,0,0,"movieCreator_beta",0,1
" What is todays update via google play about?",0,0,0,1,0,0,0,9,1,0,"movieCreator_beta",0,1
" MOVIE FROM EXISTING PHOTOS/VIDEO    also would be fine to create video manually, from existing photos/videos.",0,2,0,0,1,0,1,19,0,0,"movieCreator_beta",0,1
" CUT PHOTOS IN HIGHLIGHT VIDEO   Ive taken 4 landscape and 4 portrait photos and created video, but.... every single photo has ben cut to square form. I think I know what you mant by that (uniform image in the video) but it loks ugly. this video is just for testing, but in future (summer party, holiday etc.) this cutting could take of some nice experiences from highlight video.I would suggest add setting option for cutting or using original shape (portrait, landscape).if there would be this setting landscape photos/videos would be shown fullscreen and portrait could be shown with black stripes beside (expected result) or black stripes could be replaced by blur effect from video.",0,2,0,0,1,0,1,117,0,0,"movieCreator_beta",0,1
" CRETING VIDEO GLITCH???    How movie creator choose which photos and videos will be involved in highlight video? Ive took 8 photos and record 2 videos in a row but in highlight video were only photos included. Why?",0,2,0,1,0,0,0,41,1,0,"movieCreator_beta",0,1
" USELESS PLAY BUTTON    after exporting and deleting video from movie creator, theres still shown play button, but it has no functionality (besides that I can click on it with no result:D). would be fine remove it after deleting videos from creator composer.",0,2,0,0,1,1,1,46,0,0,"movieCreator_beta",0,1
" I have produced some great films with this app, such as this one from Valencia MotoGP race.Id like better title ability and also to fade out music / fine image longer duration. As other have requested, to be able to select which part of a clip is used is my top request and also make longer movie please.",0,1,0,0,1,0,1,59,0,0,"movieCreator_beta",0,1
" The movie maker needs to be longer. I made one as a music video but it just ends after 1 minute 47 seconds. If u can make the length longer movie maker would become amaIng",0,0,0,0,1,0,1,36,0,0,"movieCreator_beta",0,1
" Maybe position selector could be added into videos in highlight movie. App would set duration but user could set what part of movie clip will be shown.",0,0,0,0,1,0,1,28,0,0,"movieCreator_beta",0,1
" Hi. What about to ad list of highlights where could be  stored  all movies which could be created from photos/videos by one click. Even when automatically created movies are deleted, there would be stored infos for created those movies again and again until enough photos/videos are available for current movie. And if there were not enough sources for video, movie would disappear from this list. (I dreamed about this today, seriously :D)",0,1,0,0,1,0,1,75,0,0,"movieCreator_beta",0,1
" Took the bus just to drive a car",0,0,0,0,0,0,0,9,0,0,"movieCreator_beta",0,0
" Im excited to do this again, and yes, I can now create and choose multiple photos. I can also change the texture of pics also the background music. Thanks much! Will try a video clip next time. minna san",0,1,0,0,0,0,0,40,0,1,"movieCreator_beta",0,0
" Seems like I cant add videos from my older phones, tried mp4 and 3gs or what its called. It would be awesome if you could change the order instead of deleting and adding all over again. Please check out my new album  Extra Added Sugar",0,2,0,0,1,0,1,47,0,0,"movieCreator_beta",0,1
" Here my first video with the new beta version - I inserted the pictures in the order I wanted. Its a video postcard of my day at an electronic music festival in London last weekend. (Music is added with clearance from the copyright holder).",0,0,0,0,0,0,0,45,0,0,"movieCreator_beta",0,0
" How to create movie",0,0,0,1,0,0,0,5,0,0,"movieCreator_beta",0,1
" Amazing",0,1,0,0,0,0,0,2,0,0,"movieCreator_beta",0,0
" Hello. Happy to attend another beta, lets listen to the users as well as the professionals and keep it constructive. My main concerns at this point is the functionality of the app if you put it up against the move maker from the older generations. From the start I simply missed the feature to not automatically generate those movies at all since not all my photos are good memories, but still very important to keep for later reference. I love the features added to the beta, but it seems like I cant choose how mutch of a clip I want or how long each photo is on for. I absolutely love that you now can remove and change what goes on the move, and that you can select music is priceless. I have used quite a few video editors for computers, but there is no reason I cant use this app for my rather simple musicvideoes in the future if a few things gets a bit refined. Like for music selection you can set start point, but only to the closest second. I understand that eventually this feature will be available for videos, but if you can set points with greater accuracy lipsync would be within range. I understand that my needs are a bit outside normal, but one thing that I think everyone would enjoy would be to decide whether or not the audio from the videos are playing and maybe volume. I am yet to realy put it to the test, but I have used the app from the beginning, but never really enjoyed any of the movies until the beta features where added. Got to admit my life is rather tragic, but highlights from my life will be totally awesome when I can remove some of the not so bright moments since my phone is yet to understand witch captured moments I find beautiful and truly can be remembered as a highlight from my life",0,1,1,0,1,0,1,329,0,0,"movieCreator_beta",1,1
" Creating creativity...",0,0,0,0,0,0,0,3,0,0,"movieCreator_beta",0,0
" hi how to edit the pictures and add note to the pictures",0,0,0,1,0,0,0,13,0,0,"movieCreator_beta",0,1
" Could you add resizable picture picker? Something like in Album app is...",0,0,0,1,0,0,0,13,1,0,"movieCreator_beta",0,1
" Hi, can I create longer videos?",0,0,0,1,0,0,0,7,1,0,"movieCreator_beta",0,1
" Could you add support for 4K videos (of course with quality compression while exporting to Full HD and lower)?",0,0,0,0,1,0,1,20,1,0,"movieCreator_beta",0,1
" Ive tried to add text as note into photo (marked in blue) but only text, marked in green, was added...",0,2,0,0,0,1,1,21,0,0,"movieCreator_beta",0,1
" Since last update I have never got any notification even movies were created and even my notification in settings are turn on. Can you check it out?",0,2,0,1,0,1,1,28,1,0,"movieCreator_beta",0,1
" Hello, Im a video editor and a fellow Movie Creator user, and I think its the one of the best apps on a xperia device. Im using a Xperia z3 compact phone with 128GB sdcard.I experienced some issues (may not be bugs) since upgraded to MC3.0+:-I am using a 128GB sdcard on my device and MC is not selecting videos on a sd card. I cant say its not picking any videos at all, but it tends to pick still images from any folder rather than my videos. My last 3 highlights entirely consist of images, despite the fact that Im agressively recording videos for MC (my sdcard has more videos than photos). I know restrictions on videos, I always shoot at standard mode (no 4k or too short videos).-it starts to include Whatsapp videos and images, which is generally not related to my highlights, and there is no options to stop it.-it is just creates chronologically correct slideshows, old versions (and without using sdcard back then) was more creative, video based ones.-There is no menu item to check application version number.Thank you for this great app, and Im eagerly waiting for next version.",0,1,1,0,1,1,1,195,0,0,"movieCreator_beta",1,1
" Could you add into beta versions of app possibility to switch among languages? For example Im Slovak using Slovak language but for reporting issues, suggestions (for screenshots and screenvideos) would be fine english mutation to everyone understand (or majority). But possibility to switch them not just straight english :)",0,0,0,0,1,0,1,50,1,0,"movieCreator_beta",0,1
" An ability for choose pictures from album for create movies",0,0,0,0,0,0,0,11,0,0,"movieCreator_beta",0,0
" REALLY MISSING FEATURES SO FAR FOR A LONG LONG TIME OF CREATOR TIME   *feature (idea) 1:can u add  plus  button between photos? reason: if i wanna add missing photo (not choose by creator app) I can only replaced with another photo. If app choose for example 12 photos in video can by only 12 or less photos (by deleting them).also this feature would be fine to add non-curent-mobile-taken-photo. example: if my brother send me photo from his Z2 (from the same event we spent) I can only hard add those photos to video (they are not selected by app) I can only replace with another photo as i mentioned before.same applies for videos too.*feature (idea) 2:just simple possibility to reorder photos/videos by taping and dragging to we could create our own time-line video stroy.",0,2,1,0,1,0,1,139,1,0,"movieCreator_beta",1,1
" FIRST PICTURE OF VIDEO    how to erase/change these ornaments?",0,0,0,1,0,0,0,13,1,0,"movieCreator_beta",0,1
" The movie maker needs to be longer. I made one as a music video but it just ends after 1 minute 47 seconds. If u can make the length longer movie maker would become amaIng",0,2,0,0,1,0,1,36,0,0,"movieCreator_beta",0,1
" #MovieCreator",0,0,0,0,0,0,0,2,0,0,"movieCreator_beta",0,0
" I have produced some great films with this app, such as this one from Valencia MotoGP race.  Id like better title ability and also to fade out music / fine image longer duration.  As other have requested, to be able to select which part of a clip is used is my top request and also make longer movie please.",0,0,0,0,1,0,1,62,0,0,"movieCreator_beta",0,1
" Thank you for participating this community. Movie Creator 3.4 (3.4.A.0.3) is now available on Google Play! 3.4Google Play  This version includes some bug fixes and improvements from latest beta release.   Your feedback is always welcome.   Thanks and Enjoy! #MovieCreatorufeff",0,0,0,0,0,0,0,45,0,1,"movieCreator_beta",0,0
" Is this necessary? Theres just one option after clicking on  create  button (first click). It could brings us directly into photo picker (excluded another  same  button but with different name(second click)).",0,2,1,0,0,1,1,36,1,0,"movieCreator_beta",1,1
" Maybe position selector could be added into videos in highlight movie. App would set duration but user could set what part of movie clip will be shown.",0,1,1,0,1,0,1,28,0,0,"movieCreator_beta",1,1
" Heres an idea. I was working to create a video with Movie Creator with 2 movie clips to include and it made an video of 5second length. Overall my 2 clups would be like 20ish sec long. So why cant i pick a lenght of an clip on my own? This last new update is great deal towards the end product, which i personally want to be like iMovies on iPhone, great stuff to quickly edit and make a video on your phone without having to transfer over to PC for a detailed edit and overcomplication.",0,2,0,1,1,0,1,97,1,0,"movieCreator_beta",0,1
" Hi. What about to ad list of highlights where could be  stored  all movies which could be created from photos/videos by one click. Even when automatically created movies are deleted, there would be stored infos for created those movies again and again until enough photos/videos are available for current movie. And if there were not enough sources for video, movie would disappear from this list. (I dreamed about this today, seriously :D)",0,1,0,0,1,0,1,75,0,0,"movieCreator_beta",0,1
" Awesome never longer than set :-)",0,1,0,0,0,0,0,7,0,0,"powernAPP",0,0
" Very good App but it can be improved but it is one of the best q I have tried",0,1,0,0,0,0,0,20,0,0,"powernAPP",0,0
" Good",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Nice",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" It is good",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Very good application",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Blessed nappke",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Super app!! An Allied daily newspaper",0,1,0,0,0,0,0,7,0,1,"powernAPP",0,0
" I like it. Easy to use",0,1,0,0,0,0,0,7,0,0,"powernAPP",0,0
" Very good app!",0,1,0,0,0,0,0,4,0,1,"powernAPP",0,0
" I like it!!",0,1,0,0,0,0,0,4,0,1,"powernAPP",0,0
" Very good if it shoots good I stop",0,1,0,0,0,0,0,9,0,0,"powernAPP",0,0
" Deleted",0,2,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Very well done.",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Better that I tried",0,1,0,0,0,0,0,5,0,0,"powernAPP",0,0
" useful",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Very good App!",0,1,0,0,0,0,0,4,0,1,"powernAPP",0,0
" Super app for my purposes.",0,1,0,0,0,0,0,6,0,0,"powernAPP",0,0
" Unnecessary app just buys you an alarm clock or uses the standard alarm clock!",0,2,0,0,0,0,0,15,0,1,"powernAPP",0,0
" Does exactly what it promises, what you want",0,1,0,0,0,0,0,9,0,0,"powernAPP",0,0
" Easy to use",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" I really like the only thing missing is more to put a tone or tones! But in general very useful",0,1,0,0,1,0,1,21,0,1,"powernAPP",0,1
" It is very efficient because it helps us to review something, also works with Cortana which makes it more interesting.",0,1,1,0,0,0,1,21,0,0,"powernAPP",1,1
" Good",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Good",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Good application",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Very good very useful",0,1,0,0,0,0,0,5,0,0,"powernAPP",0,0
" Very good.",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Very useful",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Good app!",0,1,0,0,0,0,0,3,0,1,"powernAPP",0,0
" It is good",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" If you have ever wondered what it takes for a NAP of an app this app has not tried yet. Geilo. Voice control works perfectly!",0,1,1,0,0,0,1,26,0,1,"powernAPP",1,1
" It is an excellent application",0,1,0,0,0,0,0,6,0,0,"powernAPP",0,0
" Excellent :) but almost does not sound strong but works perfect :)",0,1,1,0,0,0,1,13,0,0,"powernAPP",1,1
" Very good ðŸ‘",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Great easy and very useful",0,1,0,0,0,0,0,6,0,0,"powernAPP",0,0
" Very useful and good operation. Is fun. Would be nice if you flight mode directly the and could switch off. But this is whining at a high level.",0,1,0,0,1,0,1,29,0,0,"powernAPP",0,1
" Does exactly what it is supposed to.",0,1,0,0,0,0,0,8,0,0,"powernAPP",0,0
" Good",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Very good recommend.",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Well done, but 99 cents for the payment option also would have been enough.",0,1,1,0,0,0,1,15,0,0,"powernAPP",1,1
" Very good",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Perfect.",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Very practical and useful so I recommend :D",0,1,0,0,0,0,0,9,0,0,"powernAPP",0,0
" It is good, at least it fits my needs.",0,1,0,0,0,0,0,10,0,0,"powernAPP",0,0
" Practical and necessary p hj days! Fell like a glove.",0,1,0,0,0,0,0,11,0,1,"powernAPP",0,0
" Is good but lacks more ringtones ðŸ‘Œ",0,1,0,0,1,0,1,8,0,0,"powernAPP",0,1
" Does what it promises and perfect!",0,1,0,0,0,0,0,7,0,1,"powernAPP",0,0
" Good, but not so much.",0,1,0,0,0,0,0,6,0,0,"powernAPP",0,0
" Is really a good app. Deserves the star âœ¨",0,1,0,0,0,0,0,10,0,0,"powernAPP",0,0
" Very good choice I think when one needs a moment to relax ðŸ‘Œ",0,1,0,0,0,0,0,14,0,0,"powernAPP",0,0
" Runs!",0,1,0,0,0,0,0,2,0,1,"powernAPP",0,0
" Simple and good ðŸ‘!",0,1,0,0,0,0,0,5,0,1,"powernAPP",0,0
" Good application",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Excellent",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Very good",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Ceased to run, reinstall did not help. The idea is very good. Does not work ...",0,0,0,0,0,1,1,17,0,0,"powernAPP",0,1
" The program is good. I recommend it",0,1,0,0,0,0,0,8,0,0,"powernAPP",0,0
" Im very happy, just right for the nappen but also as the ""Hourglass"".",0,1,0,0,0,0,0,14,0,0,"powernAPP",0,0
" Very good!!!",0,1,0,0,0,0,0,3,0,1,"powernAPP",0,0
" Very good ðŸ˜„",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Perfect app now use every day all day I can control my sleep ðŸ˜« and my naps",0,1,0,0,0,0,0,18,0,0,"powernAPP",0,0
" Great application and very useful. The best are the commands and compatibility with cortana",0,1,1,0,0,0,1,15,0,0,"powernAPP",1,1
" Does what it is supposed to and that ðŸ‘ very well. Lumia 930",0,1,0,0,0,0,0,14,0,0,"powernAPP",0,0
" Super easy, super convenient, super effective super app =",0,1,0,0,0,0,0,10,0,0,"powernAPP",0,0
" Useful to relax",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Functionally, it use often!",0,1,0,0,0,0,0,5,0,1,"powernAPP",0,0
" Ideal app for those who like to take a NAP and you cant miss!",0,1,0,0,0,0,0,15,0,1,"powernAPP",0,0
" Great functions ... good app",0,1,0,0,0,0,0,6,0,0,"powernAPP",0,0
" I valid",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Very good tool I used much thank you for creating it...",0,1,0,0,0,0,0,12,0,0,"powernAPP",0,0
" All right",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" The truth that very good App helps me a lot",0,1,0,0,0,0,0,11,0,0,"powernAPP",0,0
" Good application",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Works",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Excellent",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Great!",0,1,0,0,0,0,0,2,0,1,"powernAPP",0,0
" Works great!",0,1,0,0,0,0,0,3,0,1,"powernAPP",0,0
" Ideal for the NAPs in between...",0,1,0,0,0,0,0,7,0,0,"powernAPP",0,0
" Good, but missing more alarms and alarm clock tones.",0,1,0,0,1,0,1,10,0,0,"powernAPP",0,1
" Great, more could improve, like Mark hours ideal d sleep, it is a very simple app ... so dont think it wouldnt be so hard ... is tip producers ... ðŸ‘",0,1,0,0,1,0,1,32,0,0,"powernAPP",0,1
" Great ðŸ˜Ž",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Instead of coffee is excellent!",0,1,0,0,0,0,0,6,0,1,"powernAPP",0,0
" Very buena.me helps to schedule my breaks. And use it as a reminder",0,1,0,0,0,0,0,14,0,0,"powernAPP",0,0
" Good and useful",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Very useful",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Cool idea :)",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Really practice.",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Very helpful",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" Application does not open in the preview of Windows 10, correct.",0,2,0,0,0,1,1,12,0,0,"powernAPP",0,1
" Very useful",0,1,0,0,0,0,0,3,0,0,"powernAPP",0,0
" A good idea...",0,1,0,0,0,0,0,4,0,0,"powernAPP",0,0
" Good",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Implemented perfectly with cortana",0,1,1,0,0,0,1,5,0,0,"powernAPP",1,1
" Perfect",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" What it does is to... nice minimalist design!",0,1,0,0,0,0,0,9,0,1,"powernAPP",0,0
" Great",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Useful",0,1,0,0,0,0,0,2,0,0,"powernAPP",0,0
" Great app, very good p a quick NAP, always use it on my lunch break.",0,1,0,0,0,0,0,16,0,0,"powernAPP",0,0
