title.text,rating,has_information_giving,has_feature_request,has_bug_report,informative,wordCount,hasQuestionMark,hasExclamationMark,has_user_exp
" This app is really surprised everyone	This app is really surprised everyone",4,0,0,0,0,12,0,0,0
" Nice	Good",5,0,0,0,0,2,0,0,0
" Suprb	Osm app,i realy love it",5,0,0,0,0,6,0,0,0
" Very	Good",5,0,0,0,0,2,0,0,0
" No words	Excellent application",5,0,0,0,0,4,0,0,0
" Super	Mass",5,0,0,0,0,2,0,0,0
" Good	Excellent work",5,0,0,0,0,3,0,0,0
" Ex	Good",5,0,0,0,0,2,0,0,0
" Awesome	Its awesome Its fun using whats app",5,0,0,0,0,8,0,0,0
" Excellent	Excellent",3,0,0,0,0,2,0,0,0
" Railalupadhyay1010@gmailcom	Ramlalupadhyay1010@gmailcom",1,0,0,0,0,2,0,0,0
" Sonia kaur	Welcom",5,0,0,0,0,3,0,0,0
" Good	Really help fullbut if u make it free for lifetimewe will use it life long",4,0,0,0,0,16,0,0,0
" Good	Good **",4,0,0,0,0,3,0,0,0
" Very nice	The best",5,0,0,0,0,4,0,0,0
" Easy n awsm	Life line",5,0,0,0,0,5,0,0,0
" Very good app	I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz",4,0,0,0,0,34,0,0,0
" Excellent	Excellent",5,0,0,0,0,2,0,0,0
" Wow	Hundred wowww",3,0,0,0,0,3,0,0,0
" Brilliant	It's a great  way to keep in contact with people you know )",5,0,0,0,0,15,0,0,0
" It*$ cooolll	Its really hreat fun!!!",5,0,0,0,0,6,0,1,0
" 	Its ehFUN!!!",5,0,0,0,0,3,0,1,0
" I like it	Best app",4,0,0,0,0,5,0,0,0
" good	better app for best link with all",5,0,0,0,0,8,0,0,0
" Like it	I just like",5,0,0,0,0,5,0,0,0
" Great app	Xolo Q700i",5,0,0,0,0,4,0,0,0
" Kuttyfish	Kuttyfish",5,0,0,0,0,2,0,0,0
" Perfect	A perfect messenger",5,0,0,0,0,4,0,0,0
" Addiction	Cool",5,0,0,0,0,2,0,0,0
" ^-^	Superb",5,0,0,0,0,2,0,0,0
" Great app	I love it",5,0,0,0,0,5,0,0,0
" Excellent	Excellent",5,0,0,0,0,2,0,0,0
" Nice way tobe in touch with buddies	Very useful and also an economical way to communicate with our circles Hats off guys!!!!",5,0,0,0,0,22,0,1,0
" ????	I like",5,0,0,0,0,3,1,0,0
" very good	impressed",5,0,0,0,0,3,0,0,0
" Good	Good",4,0,0,0,0,2,0,0,0
" Whatsapp	I like this social   network",5,0,0,0,0,8,0,0,0
" This app will connect peoples	VeRyGoOd ApP",5,0,0,0,0,7,0,0,0
" tanjilaak	Sumon11",5,0,0,0,0,2,0,0,0
" Tnx	) ) )",5,0,0,0,0,4,0,0,0
" Super	Awesome",5,0,0,0,0,2,0,0,0
" jk	good",5,0,0,0,0,2,0,0,0
" I am so sad	Intaha ho gai intzar ki aai na kuch khabar mere yaar ki",5,0,0,0,0,16,0,0,0
" Excellent	Good",5,0,0,0,0,2,0,0,0
" Awsm app	I just love this app becoze if we r far from anyone so we can easily chat with them I really really love this app",5,0,0,0,0,27,0,0,0
" Very good	It is only showing chek stesus",5,0,0,0,0,8,0,0,0
" I love it	So awesome",5,0,0,0,0,5,0,0,0
" Whaaaataappp	Gr8 App-)",5,0,0,0,0,3,0,0,0
" MANDLA	NO COMMENT",2,0,0,0,0,3,0,0,0
" loved	awesome",4,0,0,0,0,2,0,0,0
" Excellent	Supar apps",5,0,0,0,0,3,0,0,0
" Excellent communication app	It is quite nice and enjoyable and time passing too   Communication is very easy through this and is best communication app ever  Keep it up WHAT'S APP!!!  THREE cheers for what's app",5,0,0,0,0,39,0,1,0
" wajid khan	very good",1,0,0,0,0,4,0,0,0
" Excellent	I am iy touch with my childhood friends",5,0,0,0,0,9,0,0,0
" Naaaaaaaice	Perfect",5,0,0,0,0,2,0,0,0
" Whatsapp	It is a very good thig",5,0,0,0,0,7,0,0,0
" It was so useful to chat and connecting with all frnds	I really loves this wats up and i enjoy the days chatting with my frnds tks for thiz innovative idea hats off",5,0,0,0,0,33,0,0,0
" Nice	Nice app",5,0,0,0,0,3,0,0,0
" Ok	Ok",5,0,0,0,0,2,0,0,0
" Nice	Let's check  it",5,0,0,0,0,5,0,0,0
" Kap 1	WE RUN THINGS",5,0,0,0,0,5,0,0,0
" Ritu	Nice",5,0,0,0,0,2,0,0,0
" Alla	Very good aps",5,0,0,0,0,4,0,0,0
" I like	Really Easy use",5,0,0,0,0,5,0,0,0
" Nice	Software",4,0,0,0,0,2,0,0,0
" Sucks to the core	Doesn't deserve even a single star Why do I always have to update aaps( and I kept getting msg from server to update it But I ignored since I dint wanna update it Now I cannot update the new version  This is more than 7th time m trying to update and I just cannot It just stops in between I even dont want the new version since people are comenting saying it aint that good Why is it compulsory to update it?p anyways please help to get it downloaded? Otherwise ill take back that 1 star alsop",1,0,0,0,0,102,1,0,0
" Nice	Nice",5,0,0,0,0,2,0,0,0
" It's the best	It's quick and easy to use and never let's me down and I don't have to spend credit while having a conversation! I totally recommend it for anyone",5,0,0,0,0,31,0,1,0
" Excellent	Its a wonderful app",5,0,0,0,0,5,0,0,0
" Good	4",5,0,0,0,0,2,0,0,0
" whatsapp	i like it",5,0,0,0,0,4,0,0,0
" Always	Nice call my no I m waiting 4 u",5,0,0,0,0,10,0,0,0
" Good	Pls add more feature allow me to send pdf file to frnds",1,0,0,0,0,13,0,0,0
" Faadu	The best way to connect with friendzz",5,0,0,0,0,8,0,0,0
" kkk	kkk",5,0,0,0,0,2,0,0,0
" good	nice",5,0,0,0,0,2,0,0,0
" Superb	Excellent",5,0,0,0,0,2,0,0,0
" Nyc	Gud",5,0,0,0,0,2,0,0,0
" Shriyansh namdeo	Awesom app",5,0,0,0,0,4,0,0,0
" Too fast to good excellent	Apps",5,0,0,0,0,6,0,0,0
" watsapp	nice and easy",5,0,0,0,0,4,0,0,0
" Nice	Nice",5,0,0,0,0,2,0,0,0
" A	Its nice app to connection with all buddy",4,0,0,0,0,9,0,0,0
" Goodul	Work fast",3,0,0,0,0,3,0,0,0
" It's awesome	However recently there is lapse to receive the message  Didn't receive notification until open up the app",4,0,0,0,0,20,0,0,0
" 070710	Antonio",4,0,0,0,0,2,0,0,0
" Brilliant app!!!	Best app",5,0,0,0,0,4,0,1,0
" Good feature	I like this apps, but we need voice call also",5,0,0,0,0,12,0,0,0
" Note 2	Very good messanger Better than others",5,0,0,0,0,8,0,0,0
" Excelent	Mahol",5,0,0,0,0,2,0,0,0
" Good app	Is a good app to text on",5,0,0,0,0,9,0,0,0
" Samira othman	Apps",5,0,0,0,0,3,0,0,0
" Great!	Its really easy to use and I love all the little icons to choose from You can send videos and photos You  don't need Facebook or anything like that Definitely download )",5,0,0,0,0,34,0,1,0
" Verry good	Its is verry  best this time verry cool mind mref thmks 4watsapp",5,0,0,0,0,15,0,0,0
" Javoy	Very good",5,0,0,0,0,3,0,0,0
" Awsome	No meesenger aaps come near whatsapp",5,0,0,0,0,7,0,0,0
" whatsapp is the best app i eva had	whatsapp is the best app i eva had ad wuld lke 2 c whatsapp grow bigger",5,0,0,0,0,24,0,0,0
" Awesome	The updates Are Awesome!  Keep It Up!",5,0,0,0,0,9,0,1,0
" Very nice upgrade	You can really benefit from it!! LOTS OF ADD ON'S YOU WILL LOVE IT ! ! ! More free time on Facebook chat  The Google upgrades  The Press releases Gmail updates  Lots of interesting changes on whatsap Lots and lots of savings comming up on favourite programmes, etc  Enjoy ! !",5,0,0,0,0,58,0,1,0
" Love it	Awesome",5,0,0,0,0,3,0,0,0
" Thanks	Hi very good apps",4,0,0,0,0,5,0,0,0
" Very nice	Very goid",3,0,0,0,0,4,0,0,0
" Good	This aps realy good",4,0,0,0,0,5,0,0,0
" Easy as	Easy and flex way to chat and share most media",4,0,0,0,0,12,0,0,0
" Thanks	So nice application",4,0,0,0,0,4,0,0,0
" Awesome	Best",5,0,0,0,0,2,0,0,0
" Superb	Bus chat off ka option bhi hona chaiye",5,0,0,0,0,9,0,0,0
" Epic	Its really good but when using 3g costs lods",5,0,0,0,0,10,0,0,0
" Needs Update!	It still needs updates! Its a bit slow! I hope whatsapp fixes this problem! I know they are too busy but they have to take out time for us!",4,0,0,0,0,31,0,1,0
" Good	Ok",4,0,0,0,0,2,0,0,0
" This is the part of my life	I",5,0,0,0,0,8,0,0,0
" Nice app	Good",5,0,0,0,0,3,0,0,0
" Gr8	Very nice",5,0,0,0,0,3,0,0,0
" Purchase	If you remove the purchase i will rate 5 stars",1,0,0,0,0,11,0,0,0
" Awesome app !!!	This is d best app ever but can anyone tell me how to turn off ur last seen ? Tnx",5,0,0,0,0,23,1,1,0
" Rajandar Singh 58@gmailcom	Nice",5,0,0,0,0,4,0,0,0
" Aditya	Very good app",5,0,0,0,0,4,0,0,0
" Hello	Anil kumar",5,0,0,0,0,3,0,0,0
" Yo	Cool",5,0,0,0,0,2,0,0,0
" Happy	Love this app",5,0,0,0,0,4,0,0,0
" Nice	Nice",5,0,0,0,0,2,0,0,0
" Not good	Ganta whts app h y",5,0,0,0,0,7,0,0,0
" Nice	Very good application",4,0,0,0,0,4,0,0,0
" Good	Good",5,0,0,0,0,2,0,0,0
" Very nice	Marvellous",5,0,0,0,0,3,0,0,0
" Not bad	Good",4,0,0,0,0,3,0,0,0
" coooooll	epic msnger",4,0,0,0,0,3,0,0,0
" Good	I love so much",4,0,0,0,0,5,0,0,0
" Good	Good",5,0,0,0,0,2,0,0,0
" Incruveu	O melhor de conversa do mundo",5,0,0,0,0,7,0,0,0
" Superb	Best in the worldwide",5,0,0,0,0,5,0,0,0
" Happy	Hapy happy happy",5,0,0,0,0,4,0,0,0
" Great	Its great for texting with mates or friends always aware of the gossip its like a bbm put for android the thing is when I text and send I always make a mistake and wish I could take it back",5,0,0,0,0,41,0,0,0
" Great	Ultimate",5,0,0,0,0,2,0,0,0
" So good	it is helpfull in many ways",5,0,0,0,0,8,0,0,0
" Muse	Good",5,0,0,0,0,2,0,0,0
" Awesome	Awesome app",4,0,0,0,0,3,0,0,0
" Whats app	Very nice",5,0,0,0,0,4,0,0,0
" Cool	Alas Lathy",4,0,0,0,0,3,0,0,0
" nice of chting with ppl	ilike being on this ntwrk",5,0,0,0,0,10,0,0,0
" Thanx	Good",5,0,0,0,0,2,0,0,0
" Excellent	Wowww",5,0,0,0,0,2,0,0,0
" Excellent	Cool app With many stickers Stay connected with ur frndz",5,0,0,0,0,11,0,0,0
" Hi,	Good",5,0,0,0,0,2,0,0,0
 Hey,5,0,0,0,0,2,0,0,0
" excellent	good",5,0,0,0,0,2,0,0,0
" Yes	Yes",3,0,0,0,0,2,0,0,0
" Excellent	Super",5,0,0,0,0,2,0,0,0
" Good	Thanks",5,0,0,0,0,2,0,0,0
" Goldan	Golden apps",5,0,0,0,0,3,0,0,0
" Rk	Awesome its really",4,0,0,0,0,4,0,0,0
" Nice	Awesome",5,0,0,0,0,2,0,0,0
" 1 years	It's really best",5,0,0,0,0,5,0,0,0
" nice	good",3,0,0,0,0,2,0,0,0
 Like,5,0,0,0,0,2,0,0,0
" Great messenger app	Excellent, wouldnt have done it better myself ))",5,0,0,0,0,11,0,0,0
" Whatsapp	Awesome app in luv wit whatsapp",5,0,0,0,0,7,0,0,0
" G	B",3,0,0,0,0,2,0,0,0
" 3	Gud",5,0,0,0,0,2,0,0,0
" Very good	Easy and very helpful",4,0,0,0,0,6,0,0,0
" Hi	Good",5,0,0,0,0,2,0,0,0
" Very good	Nice app, I use it everyday",5,0,0,0,0,8,0,0,0
" Iloveit	Great",5,0,0,0,0,2,0,0,0
" Whatsapp	Whatsapp",1,0,0,0,0,2,0,0,0
" Sparta queen	Cool",5,0,0,0,0,3,0,0,0
" Habibi	Merindukan",3,0,0,0,0,2,0,0,0
" Gud	Gud",5,0,0,0,0,2,0,0,0
" Super	Very very Nice to oparate",5,0,0,0,0,6,0,0,0
" it cool	it cool",4,0,0,0,0,4,0,0,0
" awsome app	try it for sure",5,0,0,0,0,6,0,0,0
" Can't get enough	Brilliant app Switched to a Samsung Galaxy Note 2 after an iPhone and noticed the option to switch off timestamps is unavailable on Samsung devices If this could be included in the next update, 5 star rating sorted",4,0,0,0,0,41,0,0,0
" H	H",4,0,0,0,0,2,0,0,0
" Its amazing	Awesome",5,0,0,0,0,3,0,0,0
" Ram	Nice",5,0,0,0,0,2,0,0,0
" Best	Excellent applove it",5,0,0,0,0,4,0,0,0
 Awesome,3,0,0,0,0,2,0,0,0
 Great,5,0,0,0,0,2,0,0,0
" very good app	no",5,0,0,0,0,4,0,0,0
 Excellent,5,0,0,0,0,2,0,0,0
" Excellent	Gr8 app",5,0,0,0,0,3,0,0,0
" Great	, ok",3,0,0,0,0,3,0,0,0
 Nice one,5,0,0,0,0,3,0,0,0
" Love it!	Best application I've ever had",5,0,0,0,0,7,0,1,0
" Very good	Awesome",5,0,0,0,0,3,0,0,0
" Wow	Its an awesome app",5,0,0,0,0,5,0,0,0
 How you,4,0,0,0,0,3,0,0,0
" Nice app	Nice apps Chat & calling will be easier using this app Only one problem when using this app, please fix the bugs",4,0,0,0,0,24,0,0,0
" Very good	Like a jet",5,0,0,0,0,5,0,0,0
" Great	At times even faster than ordinary sms",4,0,0,0,0,8,0,0,0
" Ashu singapore	Aat aa 22",5,0,0,0,0,5,0,0,0
" Gun	Good app",3,0,0,0,0,3,0,0,0
" Brown	Excelent",5,0,0,0,0,2,0,0,0
 Wonderful application,5,0,0,0,0,3,0,0,0
" Tony SGN3	No password if have sure five star",3,0,0,0,0,9,0,0,0
 The best Messenger app ever,5,0,0,0,0,6,0,0,0
" Samsung galaxy star	It is best",5,0,0,0,0,6,0,0,0
 Very effective & efficient,4,0,0,0,0,5,0,0,0
 Awesome app,4,0,0,0,0,3,0,0,0
 Excellent!,5,0,0,0,0,2,0,1,0
" Shubham kumar	I like this app bcoz  Its realy easy n so fstafter all it is d no1 messenger on android It is very quick n low datausageon my smsng galaxy y",1,0,0,0,0,33,0,0,0
 Good,5,0,0,0,0,2,0,0,0
 love it,5,0,0,0,0,3,0,0,0
 Superb,5,0,0,0,0,2,0,0,0
" Love it	Nice",5,0,0,0,0,3,0,0,0
" Best	I am always on whatsapp My only means of talking Its good Better than normal texting",5,0,0,0,0,17,0,0,0
 Awesome app,5,0,0,0,0,3,0,0,0
" 80%	It sometimes jam up",3,0,0,0,0,5,0,0,0
 Good,5,0,0,0,0,2,0,0,0
" Good	This is a simply awe app! Needs no intro Must try )",4,0,0,0,0,13,0,1,0
" HTC one	Best social app ever!!  (Y)",5,0,0,0,0,8,0,1,0
 Stay Connected,4,0,0,0,0,3,0,0,0
" Rahul	Good",5,0,0,0,0,2,0,0,0
" Awesome app	The best app I really enjoy  chatting in watsapp!!",5,0,0,0,0,12,0,1,0
" Rodney	Lawrence",4,0,0,0,0,2,0,0,0
" Selemon	0509833560",1,0,0,0,0,2,0,0,0
" Grt app	Love it go on",5,0,0,0,0,6,0,0,0
" Good but	Good concept But wish it didn't steal all of your data",2,0,0,0,0,13,0,0,0
" Nice	Ver? nicoo",5,0,0,0,0,3,1,0,0
" muaaaah	i love this appp",5,0,0,0,0,5,0,0,0
" 1oo	Excellent",5,0,0,0,0,2,0,0,0
" Cool	Cool watsapp",5,0,0,0,0,3,0,0,0
 Nothing,4,0,0,0,0,2,0,0,0
" No 1	M loving it",5,0,0,0,0,5,0,0,0
" Excellent	THE BEST ONE",5,0,0,0,0,4,0,0,0
 Its gud bt not excellent bt still I like because it give opportunity to people come closer,4,0,0,0,0,18,0,0,0
" G	G",5,0,0,0,0,2,0,0,0
" Eazy to excess	Great way to communute",4,0,0,0,0,7,0,0,0
" Apung	Ya",5,0,0,0,0,2,0,0,0
" watdupp	nt bad",5,0,0,0,0,3,0,0,0
" GooD App	Very user friendly",4,0,0,0,0,5,0,0,0
" Cool	Good",5,0,0,0,0,2,0,0,0
" Best app to share thoughts, ideas and different things and feelings	Excellent way that connects to our family, friends, relatives and strangers too ))))",5,0,0,0,0,24,0,0,0
" Useful	Awesome application and useful Thank",5,0,0,0,0,6,0,0,0
 Ok,5,0,0,0,0,2,0,0,0
" Good	Helpfullllll",5,0,0,0,0,2,0,0,0
" Good	Good app",5,0,0,0,0,3,0,0,0
" Good	Good",5,0,0,0,0,2,0,0,0
" Awsme app	I juz love dis app its so easy nd free",5,0,0,0,0,12,0,0,0
" Nice	Wonderful like it",4,0,0,0,0,4,0,0,0
 yes,4,0,0,0,0,2,0,0,0
 Intrsting app,5,0,0,0,0,3,0,0,0
 Datta,3,0,0,0,0,2,0,0,0
" -)	very bad",1,0,0,0,0,3,0,0,0
" Love it	I love it apps",5,0,0,0,0,6,0,0,0
" This is AWSM	No words ,marvrlous",5,0,0,0,0,6,0,0,0
" Nice	Nice application",5,0,0,0,0,3,0,0,0
" Good	Nice n user friendly",5,0,0,0,0,5,0,0,0
" Abu	Awesome app",5,0,0,0,0,3,0,0,0
" Great	Great",5,0,0,0,0,2,0,0,0
" Hell yeah!	Now i can hang out with my friend",5,0,0,0,0,10,0,1,0
" Connectable	Awesome",5,0,0,0,0,2,0,0,0
" Great app	Great app",5,0,0,0,0,4,0,0,0
" Awsm App	Really a good app",4,0,0,0,0,6,0,0,0
" It is best	App ever",5,0,0,0,0,5,0,0,0
 Best messenger in the world,5,0,0,0,0,6,0,0,0
" Excellent messenger	The best in the market",5,0,0,0,0,7,0,0,0
" Hello	Good evenings",5,0,0,0,0,3,0,0,0
 It works nicely ,3,0,0,0,0,4,0,0,0
 Hiiiii,4,0,0,0,0,2,0,0,0
" Nice	Ossam",5,0,0,0,0,2,0,0,0
" Gud	Gud",4,0,0,0,0,2,0,0,0
" The best	The best",5,0,0,0,0,4,0,0,0
" Ok	OK",4,0,0,0,0,2,0,0,0
" Cool	Yoyo",5,0,0,0,0,2,0,0,0
" Watsappyvvvrnr	Two good",4,0,0,0,0,3,0,0,0
" Love this	Ths the bst app",5,0,0,0,0,6,0,0,0
" God is good	Believe",5,0,0,0,0,4,0,0,0
" good	GOodsoft",5,0,0,0,0,2,0,0,0
 Simply super,5,0,0,0,0,3,0,0,0
" Gd	Good",3,0,0,0,0,2,0,0,0
" Nice 2 keep in touch	Nice 2 keep in touch vth friends",5,0,0,0,0,12,0,0,0
" Nyc app	Wonderful app )",4,0,0,0,0,5,0,0,0
" Xperia c	Awesome",5,0,0,0,0,3,0,0,0
" Excellent	The best",5,0,0,0,0,3,0,0,0
" Good	Very good",5,0,0,0,0,3,0,0,0
" Great app	Needs call service",5,0,0,0,0,5,0,0,0
" Nice app	Grt app connect with friends",5,0,0,0,0,7,0,0,0
" Great app	Very handy",5,0,0,0,0,4,0,0,0
" Wow	Awesome",5,0,0,0,0,2,0,0,0
" Excellent	Great",5,0,0,0,0,2,0,0,0
 This is d cool apps forever,5,0,0,0,0,7,0,0,0
 Good app,5,0,0,0,0,3,0,0,0
" Best app	Too gud",5,0,0,0,0,4,0,0,0
" Watts up boys	This is d best way to keep in touch with ur friends 24 hrs ",5,0,0,0,0,17,0,0,0
" Just  nice app	It was fine",5,0,0,0,0,7,0,0,0
" Ral	Good",4,0,0,0,0,2,0,0,0
" Nice	Good",5,0,0,0,0,2,0,0,0
" Awesome	I love this appit's so addictive!",5,0,0,0,0,7,0,1,0
" Awesome	I'M SO ADDICTED AHH",5,0,0,0,0,5,0,0,0
" I love Pinterest!	Maybe a little too much -) But this app helps fuel my obsession, so I love it too",5,0,0,0,0,21,0,1,0
" Fun	Love the creativity!",4,0,0,0,0,4,0,1,0
" Love this app!!	Love using this app to find fun foods and funny things to brighten up my day",5,0,0,0,0,19,0,1,0
" Awesome	I'm so addicted to pinterest!",5,0,0,0,0,6,0,1,0
" Awesome	Loving it Easy to use with  good content",5,0,0,0,0,10,0,0,0
" Love it	Im supper hooked now looking for wedding dress and decorations for my moms wedding yaay excited ",5,0,0,0,0,18,0,0,0
" ???	Great app Runs smoothly and gives you everything you expect from Pinterest",5,0,0,0,0,13,1,0,0
" Just the greatest	I LOVE pinterest I can spend hours and hours on it! There is nothing I don't like about it!",5,0,0,0,0,22,0,1,0
" Use it every day	Never a problem",5,0,0,0,0,7,0,0,0
" Great	I love it I can see anything   ??_??",5,0,0,0,0,11,1,0,0
" Love it	This app is amazing it gives you ideas I love this app and I have no problems with this app!",5,0,0,0,0,22,0,1,0
" Perfect	Love this app",5,0,0,0,0,4,0,0,0
" Sorry for the low score	I love the great things you can find here But very discouraged when I go to do a something that I get advertisements for a ton of other stuff",3,0,0,0,0,34,0,0,0
" Cool	Good place to go if you need an idea for almost anything",5,0,0,0,0,13,0,0,0
" Excellent	Beautiful sharing of beautiful pictures, ideas ideas! Love  Peace Thank you",5,0,0,0,0,13,0,1,0
" Love it	Love this app it's my favorite",5,0,0,0,0,8,0,0,0
" Enjoy	Love it Simple",5,0,0,0,0,4,0,0,0
" Fun!!	Enjoyed it )",5,0,0,0,0,4,0,1,0
" Great	Luv this app",4,0,0,0,0,4,0,0,0
" Great!	Love pintrest! And this app!",5,0,0,0,0,6,0,1,0
" Good	Good idea I dig it",5,0,0,0,0,6,0,0,0
" Love the app	Very easy to use no problems!!",5,0,0,0,0,9,0,1,0
" Cool	It made my pinning more interesting Keep up the good work!",5,0,0,0,0,12,0,1,0
" The best	I love it!",5,0,0,0,0,5,0,1,0
" Love it	I use this app way too much haha",5,0,0,0,0,10,0,0,0
" Would be *****	Crashes or id rate 5*",5,0,0,0,0,8,0,0,0
" Easy to use  Not driven by advertising	Always full of things that are interesting to me without chasing me or interrupting my enjoyment with endless advertising",5,0,0,0,0,27,0,0,0
" Love it!	My friends & I love this app!",5,0,0,0,0,9,0,1,0
" Nice!!	I love it!!",5,0,0,0,0,4,0,1,0
" 5 star	Always awesome ideas",5,0,0,0,0,5,0,0,0
" Amazing	Deserves ten stars!!",5,0,0,0,0,4,0,1,0
" Love it	Ive never had any problems  Uploads and searches are fine",5,0,0,0,0,13,0,0,0
" Love it	Great app  Which there was a way to multi check pins When editing  (deleting or moving to another board) rather than having to do it one at a time",5,0,0,0,0,33,0,0,0
" Pinterest	Pinterest test",5,0,0,0,0,3,0,0,0
" Great	I love pinterest, and the mobile app is great I almost never have issues with pinterest",5,0,0,0,0,17,0,0,0
" Fun relaxing time	Just plain fun",5,0,0,0,0,6,0,0,0
" 	Because it is",5,0,0,0,0,4,0,0,0
" Amazing	This is utterly addicting love it",5,0,0,0,0,7,0,0,0
" Awesome	Such a delight to use",5,0,0,0,0,6,0,0,0
" great	, i love it",5,0,0,0,0,5,0,0,0
" Awesome app!!!	Super easy to use Fantastic resources!",5,0,0,0,0,8,0,1,0
" Awesome	Awesome I absolutely love this app?",5,0,0,0,0,7,1,0,0
" Great!!!	addicted!!!",5,0,0,0,0,2,0,1,0
" )	This app finds everything ur lookin for! Its amazing, and its just what u want to c wen all else fails on google",5,0,0,0,0,24,0,1,0
" Brilliant	Love this app? Samsung Galaxy S3 Mini",5,0,0,0,0,8,1,0,0
" Excellent	A great app",5,0,0,0,0,4,0,0,0
" The best!	Pinterest it's my favorite app! I check out several times a day and always find great ideas Thanks!",5,0,0,0,0,20,0,1,0
" Cool	I'd always heard about pinterest but I never really good into it at all because I didn't understand it I understand it now and it's really very fun to find things snag pin them Also pinning things from all over the internet",5,0,0,0,0,43,0,0,0
" Love it	Love it",5,0,0,0,0,4,0,0,0
" I like	I like it's verrryyy nice!!!!",5,0,0,0,0,7,0,1,0
" )	I love it, a lot less messy and much convenient than a real bulletin board or scrapbook",5,0,0,0,0,18,0,0,0
" ? it!	Me and kids adore pinterest They have a lot of room ideas for my girls And help me with ideas for parties and all kinds of gathering and celebrations Also lets me post my crafty side and get more feedback Thanks pinterest! )",5,0,0,0,0,45,1,1,0
" Pinterest freak	I'm addicted to pinterest",5,0,0,0,0,6,0,0,0
" good	excellent for photo GREAT",4,0,0,0,0,5,0,0,0
" Pinterest	I love this site",5,0,0,0,0,5,0,0,0
" What an amazing app	So many ideas, and inspirations, love it )",5,0,0,0,0,12,0,0,0
" One Of My Favorite Apps	I wasn't sure in the beginning But, now I love spending time on Pinterest I have learned a lot and have developed new interests",5,0,0,0,0,29,0,0,0
" Brilliant	Good",5,0,0,0,0,2,0,0,0
" I love it	It's a place for me to see fandom stuff and funny photos",5,0,0,0,0,15,0,0,0
" Love it!	You can search just about anything, pin it and go back to it later",5,0,0,0,0,16,0,1,0
" Love it!	Use it all the time",5,0,0,0,0,7,0,1,0
" Very useful	Enjoy using it",5,0,0,0,0,5,0,0,0
" Inspiring!	Collecting your favorite things is fun to do as well as trying to express your likes and interests to others",5,0,0,0,0,21,0,1,0
" Love	What else can you say, simply put this is a wonderful, awesome app filled with awesomeness!!!",5,0,0,0,0,17,0,1,0
" Yay	Love it",5,0,0,0,0,3,0,0,0
" Awesome	Great",4,0,0,0,0,2,0,0,0
" Love love love	Pintrest uh-maze-ing!!!",5,0,0,0,0,5,0,1,0
" Love love!	Great for everything Feeds my brain awesome ideas",5,0,0,0,0,10,0,1,0
" Perfect! !!	Absolutely my favorite app!",5,0,0,0,0,6,0,1,0
" Love on Pinterest	Best app ever If you love cooking, crafting,fashion, need cleaning or organizational ideas You will love this app! Join now and Happy Pinning",5,0,0,0,0,26,0,1,0
" Great	Love this app!",5,0,0,0,0,4,0,1,0
" Awesome	There are billions of ideas to copy or take and add your own spin to it",5,0,0,0,0,17,0,0,0
" Love it	Love it",5,0,0,0,0,4,0,0,0
" Super useful	From the fashion to the DIY anything you might need want to try is on here super super useful",5,0,0,0,0,21,0,0,0
" )	It's so good!",5,0,0,0,0,4,0,1,0
" Amazing	IloveIttttt",5,0,0,0,0,2,0,0,0
" Awesome	Loving every second of it",5,0,0,0,0,6,0,0,0
" I love this app	Wow",5,0,0,0,0,5,0,0,0
" Love it! just bought a house I use this app for everything!	Its addictive!",5,0,0,0,0,14,0,1,0
" Its awesome	Its youre working",5,0,0,0,0,5,0,0,0
" If you can't beat them, join them	Great place to find interesting images and to lose a few hours a day",4,0,0,0,0,21,0,0,0
" Wonderful App	Galaxy Note 3 user What a wonderful app My favorite by far Especially for single full time dad's that need ideas and projects to help keep my son and i busy",5,0,0,0,0,33,0,0,0
" Valuable and fun!	I learn so much, have fun and it is totally addicting!",5,0,0,0,0,14,0,1,0
" Great place!	There are so many varieties of options to go through on this site  Nice to have access to all of it",5,0,0,0,0,24,0,1,0
" love it!!	super convenient having all of my recipes, tips, crafts & diy at my fingertips!!",5,0,0,0,0,16,0,1,0
" Love this app	It's quick, when i pin something it goes up immediately Can't live with out it",5,0,0,0,0,18,0,0,0
" Love it	Good ideas and you can find whatever u need for any occasion",5,0,0,0,0,14,0,0,0
" Addicted at times	Love it!",5,0,0,0,0,5,0,1,0
" Love it!	Great! Thanks",5,0,0,0,0,4,0,1,0
" Best App Ever!	Inspiration and ideas from around the globe",5,0,0,0,0,10,0,1,0
" Awsome	Awsome",5,0,0,0,0,2,0,0,0
" Love it	Keep up the good work",4,0,0,0,0,7,0,0,0
" Perfect	I love pinterest  Pinterest helped me plan for my wedding!",5,0,0,0,0,12,0,1,0
" I love it	Easy to use",5,0,0,0,0,6,0,0,0
" V good	V good",4,0,0,0,0,4,0,0,0
" I  m  really eexcited	Can't wait to see what you have",3,0,0,0,0,13,0,0,0
" Just great!	Full of interesting and funny things!!",4,0,0,0,0,8,0,1,0
" YES	Best app since sliced bread",5,0,0,0,0,6,0,0,0
" 5star	Love App",5,0,0,0,0,3,0,0,0
" Such a useful invention!	Great fun to use with so many things to discover",5,0,0,0,0,14,0,1,0
" Nice app	Raw",5,0,0,0,0,3,0,0,0
" I love this app!	I use pinterest as my virtual closet XoxO",4,0,0,0,0,12,0,1,0
